group_i	id_i	group_j	id_j	aij	aji
18	Pyridine	9	CH2CO	29.1	7.341
18	Pyridine	11	COOC	8.87	-0.13
18	Pyridine	12	HCOO	554.4	-233.4
18	Pyridine	13	CH2O	-156.1	213.2
18	Pyridine	15	CNH	-207.66	431.49
18	Pyridine	17	ACNH2	117.4	89.7
18	Pyridine	18	Pyridine	0	0
18	Pyridine	19	CCN	-169.7	134.3
18	Pyridine	20	COOH	-153.7	-313.5
18	Pyridine	22	CCl2	-351.6	587.3
18	Pyridine	23	CCl3	-114.7	18.98
18	Pyridine	24	CCl4	-205.3	368.5
18	Pyridine	25	ACCl	-2.17	20.18
18	Pyridine	27	ACNO2	2845	2475
18	Pyridine	33	Br	-60.78	-42.71
18	Pyridine	37	ClCC	160.7	281.6
18	Pyridine	38	ACF	-158.8	159.8
18	Pyridine	50	Thiophene	-136.6	221.4
18	Pyridine	54	Anhydride	98.82	100.25
19	CCN	1	CH2	24.82	597
19	CCN	2	C=C	-40.62	336.9
19	CCN	3	ACH	-22.97	212.5
19	CCN	4	ACCH2	-138.4	6096
19	CCN	5	OH	185.4	6.712
19	CCN	6	MeOH	162.6	53.28
19	CCN	7	H2O	242.8	112.6
19	CCN	9	CH2CO	-287.5	481.7
19	CCN	10	CHO	224.66	-106.4
19	CCN	11	COOC	-266.6	494.6
19	CCN	12	HCOO	99.37	-47.25
19	CCN	13	CH2O	38.81	-18.51
19	CCN	14	CNH2	-157.3	358.9
19	CCN	15	CNH	-108.5	147.1
19	CCN	16	C3N	-446.86	1255.1
19	CCN	17	ACNH2	777.4	-281.6
19	CCN	18	Pyridine	134.3	-169.7
19	CCN	19	CCN	0	0
19	CCN	20	COOH	205.27	92.07
19	CCN	21	CCl	4.933	54.32
19	CCN	22	CCl2	-152.7	258.6
19	CCN	23	CCl3	-15.62	74.04
19	CCN	24	CCl4	-54.86	492
19	CCN	25	ACCl	-4.624	363.5
19	CCN	26	CNO2	-0.515	0.2827
19	CCN	28	CS2	230.9	335.7
19	CCN	29	CH3SH	0.4604	161
19	CCN	31	DOH	177.5	169.6
19	CCN	33	Br	-62.17	136.9
19	CCN	34	C#C	-203	329.1
19	CCN	36	ACRY	81.57	-42.31
19	CCN	37	ClCC	-55.77	335.2
19	CCN	39	DMF	-151.5	150.6
19	CCN	41	COO	120.3	-61.6
19	CCN	47	OCCOH	16.23	119.2
20	COOH	1	CH2	315.3	663.5
20	COOH	2	C=C	1264	318.9
20	COOH	3	ACH	62.32	537.4
20	COOH	4	ACCH2	89.86	872.3
20	COOH	5	OH	-151	199
20	COOH	6	MeOH	339.8	-202
20	COOH	7	H2O	-66.17	-14.09
20	COOH	8	ACOH	-11	408.9
20	COOH	9	CH2CO	-297.8	669.4
20	COOH	10	CHO	-165.5	497.5
20	COOH	11	COOC	-256.3	660.2
20	COOH	12	HCOO	193.9	-268.1
20	COOH	13	CH2O	-338.5	664.6
20	COOH	17	ACNH2	493.8	-396
20	COOH	18	Pyridine	-313.5	-153.7
20	COOH	19	CCN	92.07	205.27
20	COOH	20	COOH	0	0
20	COOH	21	CCl	13.41	519.1
20	COOH	22	CCl2	-44.7	543.3
20	COOH	23	CCl3	39.63	504.2
20	COOH	24	CCl4	183.4	631
20	COOH	25	ACCl	-79.08	993.4
20	COOH	30	Furfural	-208.9	570.6
20	COOH	32	I	228.4	616.6
20	COOH	33	Br	-95	5256
20	COOH	35	DMSO	-463.6	-180.2
20	COOH	37	ClCC	-11.16	898.2
20	COOH	39	DMF	-228	-97.77
20	COOH	41	COO	-337	1179
20	COOH	42	SiH2	169.3	2450
20	COOH	43	SiO	127.2	2496
20	COOH	46	CON	-322.3	-70.25
20	COOH	53	Oxides	12.55	600.78
20	COOH	54	Anhydride	-60.07	472.04
20	COOH	55	Aromatic Nitrile	88.09	171.94
21	CCl	1	CH2	91.46	35.93
21	CCl	2	C=C	40.25	-36.87
21	CCl	3	ACH	4.68	-18.81
21	CCl	4	ACCH2	122.9	-114.1
21	CCl	5	OH	562.2	75.62
21	CCl	6	MeOH	529	-38.32
21	CCl	7	H2O	698.2	325.4
21	CCl	9	CH2CO	286.3	-191.7
21	CCl	10	CHO	-47.51	751.9
21	CCl	11	COOC	35.38	-34.74
21	CCl	13	CH2O	225.4	301.1
21	CCl	14	CNH2	131.2	-82.92
21	CCl	16	C3N	151.38	-182.91
21	CCl	17	ACNH2	429.7	287
21	CCl	19	CCN	54.32	4.933
21	CCl	20	COOH	519.1	13.41
21	CCl	21	CCl	0	0
21	CCl	22	CCl2	108.3	-84.53
21	CCl	23	CCl3	249.2	-157.1
21	CCl	24	CCl4	62.42	11.8
21	CCl	25	ACCl	153	-129.7
21	CCl	26	CNO2	32.73	113
21	CCl	27	ACNO2	86.2	1971
21	CCl	28	CS2	450.1	-73.09
21	CCl	29	CH3SH	59.02	-27.94
21	CCl	30	Furfural	65.56	-39.46
21	CCl	32	I	2.22	179.25
21	CCl	33	Br	344.4	-262.3
21	CCl	37	ClCC	-168.2	383.2
21	CCl	39	DMF	6.57	-55.21
21	CCl	41	COO	63.67	182.2
21	CCl	53	Oxides	-127.9	291.1
22	CCl2	1	CH2	34.01	53.76
22	CCl2	2	C=C	-23.5	58.55
22	CCl2	3	ACH	121.3	-144.4
22	CCl2	4	ACCH2	140.8	-111
22	CCl2	5	OH	527.6	65.28
22	CCl2	6	MeOH	669.9	-102.5
22	CCl2	7	H2O	708.7	370.4
22	CCl2	8	ACOH	1633.5	517.27
22	CCl2	9	CH2CO	82.86	-130.3
22	CCl2	10	CHO	190.6	67.52
22	CCl2	11	COOC	-132.9	108.9
22	CCl2	12	HCOO	80.99	31
22	CCl2	13	CH2O	-197.7	137.8
22	CCl2	16	C3N	-141.4	-73.85
22	CCl2	17	ACNH2	140.8	-111
22	CCl2	18	Pyridine	587.3	-351.6
22	CCl2	19	CCN	258.6	-152.7
22	CCl2	20	COOH	543.3	-44.7
22	CCl2	21	CCl	-84.53	108.3
22	CCl2	22	CCl2	0	0
22	CCl2	23	CCl3	0	0
22	CCl2	24	CCl4	56.33	17.97
22	CCl2	25	ACCl	223.1	-8.309
22	CCl2	26	CNO2	108.9	-9.639
22	CCl2	30	Furfural	149.56	-116.21
22	CCl2	32	I	177.6	-40.82
22	CCl2	33	Br	315.9	-174.5
22	CCl2	35	DMSO	215	-215
22	CCl2	37	ClCC	-91.8	301.9
22	CCl2	39	DMF	-160.28	397.24
22	CCl2	41	COO	-96.87	305.4
22	CCl2	47	OCCOH	361.1	-194.7
23	CCl3	1	CH2	36.7	24.9
23	CCl3	2	C=C	51.06	-13.99
23	CCl3	3	ACH	288.5	-231.9
23	CCl3	4	ACCH2	69.9	-80.25
23	CCl3	5	OH	742.1	-98.12
23	CCl3	6	MeOH	649.1	-139.4
23	CCl3	7	H2O	826.76	353.7
23	CCl3	9	CH2CO	552.1	-354.6
23	CCl3	10	CHO	242.8	-483.7
23	CCl3	11	COOC	176.5	-209.7
23	CCl3	12	HCOO	235.6	-126.2
23	CCl3	13	CH2O	-20.93	-154.3
23	CCl3	16	C3N	-293.7	-352.9
23	CCl3	18	Pyridine	18.98	-114.7
23	CCl3	19	CCN	74.04	-15.62
23	CCl3	20	COOH	504.2	39.63
23	CCl3	21	CCl	-157.1	249.2
23	CCl3	22	CCl2	0	0
23	CCl3	23	CCl3	0	0
23	CCl3	24	CCl4	-30.1	51.9
23	CCl3	25	ACCl	192.1	-0.2266
23	CCl3	28	CS2	116.6	-26.06
23	CCl3	30	Furfural	-64.38	48.48
23	CCl3	32	I	86.4	21.76
23	CCl3	33	Br	168.8	-46.8
23	CCl3	35	DMSO	363.7	-343.6
23	CCl3	37	ClCC	111.2	-149.8
23	CCl3	41	COO	255.8	-193
23	CCl3	44	NMP	-35.68	-196.2
23	CCl3	48	CH2S	565.9	-363.1
23	CCl3	53	Oxides	165.67	-286.26
24	CCl4	1	CH2	-78.45	104.3
24	CCl4	2	C=C	160.9	-109.7
24	CCl4	3	ACH	-4.7	3
24	CCl4	4	ACCH2	134.7	-141.3
24	CCl4	5	OH	856.3	143.1
24	CCl4	6	MeOH	709.6	-44.76
24	CCl4	7	H2O	1201	497.5
24	CCl4	8	ACOH	10000	1827
24	CCl4	9	CH2CO	372	-39.2
24	CCl4	11	COOC	129.5	54.57
24	CCl4	12	HCOO	351.9	179.7
24	CCl4	13	CH2O	113.9	47.67
24	CCl4	14	CNH2	261.1	-99.81
24	CCl4	15	CNH	91.13	71.23
24	CCl4	16	C3N	316.9	-262
24	CCl4	17	ACNH2	898.2	882
24	CCl4	18	Pyridine	368.5	-205.3
24	CCl4	19	CCN	492	-54.86
24	CCl4	20	COOH	631	183.4
24	CCl4	21	CCl	11.8	62.42
24	CCl4	22	CCl2	17.97	56.33
24	CCl4	23	CCl3	51.9	-30.1
24	CCl4	24	CCl4	0	0
24	CCl4	25	ACCl	-75.97	-248.4
24	CCl4	26	CNO2	490.9	-34.68
24	CCl4	27	ACNO2	534.7	514.6
24	CCl4	28	CS2	132.2	-60.71
24	CCl4	30	Furfural	546.7	-133.16
24	CCl4	32	I	247.8	48.49
24	CCl4	33	Br	146.6	77.55
24	CCl4	35	DMSO	337.7	-58.43
24	CCl4	36	ACRY	369.5	-85.15
24	CCl4	37	ClCC	187.1	-134.2
24	CCl4	38	ACF	215.2	-124.6
24	CCl4	39	DMF	498.6	-186.7
24	CCl4	41	COO	256.5	335.7
24	CCl4	43	SiO	233.1	70.81
24	CCl4	47	OCCOH	423.1	3.163
24	CCl4	48	CH2S	63.95	-11.3
24	CCl4	50	Thiophene	108.5	-79.34
24	CCl4	52	CH2SuCH2	585.19	75.04
24	CCl4	53	Oxides	291.87	-52.93
24	CCl4	54	Anhydride	532.73	196.73
24	CCl4	56	Aromatic Bromo	127.16	-108.37
25	ACCl	1	CH2	106.8	11.44
25	ACCl	2	C=C	70.32	100.1
25	ACCl	3	ACH	-97.27	187
25	ACCl	4	ACCH2	402.5	-211
25	ACCl	5	OH	325.7	123.5
25	ACCl	6	MeOH	612.8	-28.25
25	ACCl	7	H2O	-274.5	133.9
25	ACCl	8	ACOH	622.3	6915
25	ACCl	9	CH2CO	518.4	-119.8
25	ACCl	11	COOC	-171.1	442.4
25	ACCl	12	HCOO	383.3	24.28
25	ACCl	13	CH2O	-25.15	134.8
25	ACCl	14	CNH2	108.5	30.05
25	ACCl	15	CNH	102.2	-18.93
25	ACCl	16	C3N	2951	-181.9
25	ACCl	17	ACNH2	334.9	617.5
25	ACCl	18	Pyridine	20.18	-2.17
25	ACCl	19	CCN	363.5	-4.624
25	ACCl	20	COOH	993.4	-79.08
25	ACCl	21	CCl	-129.7	153
25	ACCl	22	CCl2	-8.309	223.1
25	ACCl	23	CCl3	-0.2266	192.1
25	ACCl	24	CCl4	-248.4	-75.97
25	ACCl	25	ACCl	0	0
25	ACCl	26	CNO2	132.7	132.9
25	ACCl	27	ACNO2	2213	-123.1
25	ACCl	33	Br	593.4	-185.3
25	ACCl	35	DMSO	1337.37	-334.12
25	ACCl	39	DMF	5143.14	-374.16
25	ACCl	40	CF2	309.58	33.95
25	ACCl	41	COO	-145.1	1107
25	ACCl	44	NMP	-209.7	161.5
25	ACCl	47	OCCOH	434.1	7.082
25	ACCl	56	Aromatic Bromo	8.48	5.76
26	CNO2	1	CH2	-32.69	661.5
26	CNO2	2	C=C	-1.996	357.5
26	CNO2	3	ACH	10.38	168
26	CNO2	4	ACCH2	-97.05	3629
26	CNO2	5	OH	261.6	256.5
26	CNO2	6	MeOH	252.6	75.14
26	CNO2	7	H2O	417.9	220.6
26	CNO2	9	CH2CO	-142.6	137.5
26	CNO2	11	COOC	129.3	-81.13
26	CNO2	13	CH2O	-94.49	95.18
26	CNO2	19	CCN	0.2827	-0.515
26	CNO2	21	CCl	113	32.73
26	CNO2	22	CCl2	-9.639	108.9
26	CNO2	24	CCl4	-34.68	490.9
26	CNO2	25	ACCl	132.9	132.7
26	CNO2	26	CNO2	0	0
26	CNO2	27	ACNO2	533.2	-85.12
26	CNO2	28	CS2	320.2	277.8
26	CNO2	31	DOH	139.8	481.3
26	CNO2	32	I	304.3	64.28
26	CNO2	33	Br	10.17	125.3
26	CNO2	34	C#C	-27.7	174.4
26	CNO2	37	ClCC	10.76	379.4
26	CNO2	39	DMF	-223.1	223.6
26	CNO2	41	COO	248.4	-124.7
26	CNO2	45	CClF	-218.9	844
26	CNO2	50	Thiophene	-4.565	176.3
27	ACNO2	1	CH2	5541	543
27	ACNO2	3	ACH	1824	194.9
27	ACNO2	4	ACCH2	-127.8	4448
27	ACNO2	5	OH	561.6	157.1
27	ACNO2	6	MeOH	511.29	457.88
27	ACNO2	7	H2O	360.7	399.5
27	ACNO2	8	ACOH	815.12	-413.48
27	ACNO2	9	CH2CO	-101.5	548.5
27	ACNO2	13	CH2O	220.66	155.11
27	ACNO2	17	ACNH2	134.9	-139.3
27	ACNO2	18	Pyridine	2475	2845
27	ACNO2	21	CCl	1971	86.2
27	ACNO2	24	CCl4	514.6	534.7
27	ACNO2	25	ACCl	-123.1	2213
27	ACNO2	26	CNO2	-85.12	533.2
27	ACNO2	27	ACNO2	0	0
27	ACNO2	32	I	2990	2448
27	ACNO2	33	Br	-124	4288
27	ACNO2	56	Aromatic Bromo	1742.53	-272.01
28	CS2	1	CH2	-52.65	153.6
28	CS2	2	C=C	16.62	76.302
28	CS2	3	ACH	21.5	52.07
28	CS2	4	ACCH2	40.68	-9.451
28	CS2	5	OH	609.8	488.9
28	CS2	6	MeOH	914.2	-31.09
28	CS2	7	H2O	1081	887.1
28	CS2	8	ACOH	1421	8484
28	CS2	9	CH2CO	303.7	216.1
28	CS2	11	COOC	243.8	183
28	CS2	13	CH2O	112.4	140.9
28	CS2	19	CCN	335.7	230.9
28	CS2	21	CCl	-73.09	450.1
28	CS2	23	CCl3	-26.06	116.6
28	CS2	24	CCl4	-60.71	132.2
28	CS2	26	CNO2	277.8	320.2
28	CS2	28	CS2	0	0
28	CS2	32	I	292.7	-27.45
28	CS2	37	ClCC	-47.37	167.9
28	CS2	41	COO	469.8	885.5
28	CS2	54	Anhydride	684.78	434.32
29	CH3SH	1	CH2	-7.481	184.4
29	CH3SH	3	ACH	28.41	-10.43
29	CH3SH	4	ACCH2	19.56	393.6
29	CH3SH	5	OH	461.6	147.5
29	CH3SH	6	MeOH	448.6	17.5
29	CH3SH	9	CH2CO	160.6	-46.28
29	CH3SH	12	HCOO	201.5	103.9
29	CH3SH	13	CH2O	63.71	-8.538
29	CH3SH	14	CNH2	106.7	-70.14
29	CH3SH	19	CCN	161	0.4604
29	CH3SH	21	CCl	-27.94	59.02
29	CH3SH	29	CH3SH	0	0
29	CH3SH	35	DMSO	31.66	85.7
29	CH3SH	39	DMF	78.92	-71
29	CH3SH	44	NMP	1004	-274.1
29	CH3SH	48	CH2S	-18.27	6.971
30	Furfural	1	CH2	-25.31	354.55
30	Furfural	2	C=C	82.64	262.9
30	Furfural	3	ACH	157.3	-64.69
30	Furfural	4	ACCH2	128.8	48.49
30	Furfural	5	OH	521.6	-120.5
30	Furfural	6	MeOH	287	-61.76
30	Furfural	7	H2O	23.48	188
30	Furfural	9	CH2CO	317.5	-163.7
30	Furfural	11	COOC	-146.3	202.3
30	Furfural	13	CH2O	-87.31	170.1
30	Furfural	20	COOH	570.6	-208.9
30	Furfural	21	CCl	-39.46	65.56
30	Furfural	22	CCl2	-116.21	149.56
30	Furfural	23	CCl3	48.48	-64.38
30	Furfural	24	CCl4	-133.16	546.7
30	Furfural	30	Furfural	0	0
30	Furfural	37	ClCC	262.9	82.64
30	Furfural	41	COO	43.37	-64.28
31	DOH	1	CH2	140	3025
31	DOH	3	ACH	221.4	210.4
31	DOH	4	ACCH2	150.6	4975
31	DOH	5	OH	267.6	-318.9
31	DOH	6	MeOH	240.8	-119.2
31	DOH	7	H2O	-137.4	12.72
31	DOH	8	ACOH	838.4	-687.1
31	DOH	9	CH2CO	135.4	71.46
31	DOH	11	COOC	152	-101.7
31	DOH	13	CH2O	9.207	-20.11
31	DOH	15	CNH	-213.74	939.07
31	DOH	17	ACNH2	192.3	0.1004
31	DOH	19	CCN	169.6	177.5
31	DOH	26	CNO2	481.3	139.8
31	DOH	31	DOH	0	0
31	DOH	35	DMSO	-417.2	535.8
31	DOH	39	DMF	302.2	-191.7
31	DOH	41	COO	347.8	-264.3
31	DOH	44	NMP	-262	262
31	DOH	47	OCCOH	-353.5	515.8
32	I	1	CH2	128	335.8
32	I	3	ACH	58.68	113.3
32	I	4	ACCH2	26.41	259
32	I	5	OH	501.3	313.5
32	I	6	MeOH	431.3	212.1
32	I	9	CH2CO	138	53.59
32	I	10	CHO	245.9	117
32	I	11	COOC	21.92	148.3
32	I	13	CH2O	476.6	-149.5
32	I	20	COOH	616.6	228.4
32	I	21	CCl	179.25	2.22
32	I	22	CCl2	-40.82	177.6
32	I	23	CCl3	21.76	86.4
32	I	24	CCl4	48.49	247.8
32	I	26	CNO2	64.28	304.3
32	I	27	ACNO2	2448	2990
32	I	28	CS2	-27.45	292.7
32	I	32	I	0	0
32	I	33	Br	6.37	37.1
32	I	41	COO	68.55	288.1
32	I	54	Anhydride	190.81	313.14
33	Br	1	CH2	-31.52	479.5
33	Br	2	C=C	174.6	183.8
33	Br	3	ACH	-154.2	261.3
33	Br	4	ACCH2	1112	210
33	Br	5	OH	524.9	202.1
33	Br	6	MeOH	494.7	106.3
33	Br	7	H2O	79.18	777.1
33	Br	9	CH2CO	-142.6	245.2
33	Br	11	COOC	24.37	18.88
33	Br	12	HCOO	-92.26	298.13
33	Br	13	CH2O	736.4	-202.3
33	Br	18	Pyridine	-42.71	-60.78
33	Br	19	CCN	136.9	-62.17
33	Br	20	COOH	5256	-95
33	Br	21	CCl	-262.3	344.4
33	Br	22	CCl2	-174.5	315.9
33	Br	23	CCl3	-46.8	168.8
33	Br	24	CCl4	77.55	146.6
33	Br	25	ACCl	-185.3	593.4
33	Br	26	CNO2	125.3	10.17
33	Br	27	ACNO2	4288	-124
33	Br	32	I	37.1	6.37
33	Br	33	Br	0	0
33	Br	35	DMSO	32.9	-111.2
33	Br	37	ClCC	-48.33	322.42
33	Br	39	DMF	336.25	-176.26
33	Br	41	COO	-195.1	627.7
34	C#C	1	CH2	-72.88	298.9
34	C#C	2	C=C	41.38	31.14
34	C#C	3	ACH	-101.12	154.26
34	C#C	4	ACCH2	614.52	-152.55
34	C#C	5	OH	68.95	727.8
34	C#C	6	MeOH	967.71	-119.1
34	C#C	9	CH2CO	443.6	-246.6
34	C#C	10	CHO	-55.87	2.21
34	C#C	11	COOC	-111.45	71.48
34	C#C	13	CH2O	173.77	-156.57
34	C#C	19	CCN	329.1	-203
34	C#C	26	CNO2	174.4	-27.7
34	C#C	34	C#C	0	0
34	C#C	37	ClCC	2073	631.5
34	C#C	39	DMF	-119.8	6.699
35	DMSO	1	CH2	50.49	526.5
35	DMSO	2	C=C	64.07	179
35	DMSO	3	ACH	-2.504	169.9
35	DMSO	4	ACCH2	-143.2	4284
35	DMSO	5	OH	-25.87	-202.1
35	DMSO	6	MeOH	695	-399.3
35	DMSO	7	H2O	-240	-139
35	DMSO	9	CH2CO	110.4	-44.58
35	DMSO	11	COOC	41.57	52.08
35	DMSO	13	CH2O	-93.51	128.8
35	DMSO	14	CNH2	-366.51	874.19
35	DMSO	16	C3N	-257.2	243.1
35	DMSO	20	COOH	-180.2	-463.6
35	DMSO	22	CCl2	-215	215
35	DMSO	23	CCl3	-343.6	363.7
35	DMSO	24	CCl4	-58.43	337.7
35	DMSO	25	ACCl	-334.12	1337.37
35	DMSO	29	CH3SH	85.7	31.66
35	DMSO	31	DOH	535.8	-417.2
35	DMSO	33	Br	-111.2	32.9
35	DMSO	35	DMSO	0	0
35	DMSO	39	DMF	-97.71	136.6
35	DMSO	41	COO	153.7	-29.34
36	ACRY	1	CH2	-165.9	689
36	ACRY	2	C=C	573	-52.87
36	ACRY	3	ACH	-123.6	383.9
36	ACRY	4	ACCH2	397.4	-119.2
36	ACRY	5	OH	389.3	74.27
36	ACRY	6	MeOH	218.8	-5.224
36	ACRY	7	H2O	386.6	160.8
36	ACRY	9	CH2CO	114.55	-63.5
36	ACRY	10	CHO	354	-339.2
36	ACRY	11	COOC	175.5	-28.61
36	ACRY	19	CCN	-42.31	81.57
36	ACRY	24	CCl4	-85.15	369.5
36	ACRY	36	ACRY	0	0
36	ACRY	37	ClCC	-208.8	837.2
36	ACRY	39	DMF	-8.804	5.15
36	ACRY	41	COO	423.4	-53.91
37	ClCC	1	CH2	47.41	-4.189
37	ClCC	2	C=C	124.2	-66.46
37	ClCC	3	ACH	395.8	-259.1
37	ClCC	4	ACCH2	419.1	-282.5
37	ClCC	5	OH	738.9	225.8
37	ClCC	6	MeOH	528	33.47
37	ClCC	9	CH2CO	-40.9	-34.57
37	ClCC	10	CHO	183.8	172.4
37	ClCC	11	COOC	611.3	-275.2
37	ClCC	12	HCOO	134.5	-11.4
37	ClCC	13	CH2O	-217.9	240.2
37	ClCC	18	Pyridine	281.6	160.7
37	ClCC	19	CCN	335.2	-55.77
37	ClCC	20	COOH	898.2	-11.16
37	ClCC	21	CCl	383.2	-168.2
37	ClCC	22	CCl2	301.9	-91.8
37	ClCC	23	CCl3	-149.8	111.2
37	ClCC	24	CCl4	-134.2	187.1
37	ClCC	26	CNO2	379.4	10.76
37	ClCC	28	CS2	167.9	-47.37
37	ClCC	30	Furfural	82.64	262.9
37	ClCC	33	Br	322.42	-48.33
37	ClCC	34	C#C	631.5	2073
37	ClCC	36	ACRY	837.2	-208.8
37	ClCC	37	ClCC	0	0
37	ClCC	39	DMF	255	-137.7
37	ClCC	41	COO	730.8	-198
37	ClCC	48	CH2S	2429	-66.31
37	ClCC	53	Oxides	-127.06	148.9
38	ACF	1	CH2	-5.132	177.12
38	ACF	2	C=C	-131.7	125.8
38	ACF	3	ACH	-237.2	359.3
38	ACF	4	ACCH2	-157.3	389.3
38	ACF	5	OH	649.7	101.4
38	ACF	6	MeOH	645.9	44.78
38	ACF	13	CH2O	167.1	-48.25
38	ACF	15	CNH	-198.8	-273.9
38	ACF	16	C3N	116.5	570.9
38	ACF	18	Pyridine	159.8	-196.3
38	ACF	24	CCl4	-124.6	-158.8
38	ACF	38	ACF	0	215.2
38	ACF	39	DMF	-110.65	0
38	ACF	40	CF2	-117.2	50.06
38	ACF	44	NMP	26.35	185.6
38	ACF	56	Aromatic Bromo	117.59	107.84
39	DMF	1	CH2	-31.95	485.3
39	DMF	2	C=C	249	-70.45
39	DMF	3	ACH	-133.9	245.6
39	DMF	4	ACCH2	-240.2	5629
39	DMF	5	OH	64.16	-143.9
39	DMF	6	MeOH	172.2	-172.4
39	DMF	7	H2O	-287.1	319
39	DMF	9	CH2CO	97.04	-61.7
39	DMF	10	CHO	13.89	-268.8
39	DMF	11	COOC	-82.12	85.33
39	DMF	12	HCOO	-116.7	308.9
39	DMF	13	CH2O	-158.2	254.8
39	DMF	14	CNH2	49.7	-164
39	DMF	15	CNH	10.03	-255.22
39	DMF	16	C3N	-185.2	22.05
39	DMF	17	ACNH2	343.7	-334.4
39	DMF	19	CCN	150.6	-151.5
39	DMF	20	COOH	-97.77	-228
39	DMF	21	CCl	-55.21	6.57
39	DMF	22	CCl2	397.24	-160.28
39	DMF	24	CCl4	-186.7	498.6
39	DMF	25	ACCl	-374.16	5143.14
39	DMF	26	CNO2	223.6	-223.1
39	DMF	29	CH3SH	-71	78.92
39	DMF	31	DOH	-191.7	302.2
39	DMF	33	Br	-176.26	336.25
39	DMF	34	C#C	6.699	-119.8
39	DMF	35	DMSO	136.6	-97.71
39	DMF	36	ACRY	5.15	-8.804
39	DMF	37	ClCC	-137.7	255
39	DMF	38	ACF	50.06	-110.65
39	DMF	39	DMF	0	0
39	DMF	40	CF2	-5.579	55.8
39	DMF	41	COO	72.31	-28.65
39	DMF	56	Aromatic Bromo	39.84	-33.93
40	CF2	1	CH2	147.3	-2.859
40	CF2	2	C=C	62.4	449.4
40	CF2	3	ACH	140.6	22.67
40	CF2	4	ACCH2	839.83	-245.39
40	CF2	13	CH2O	278.15	-172.51
40	CF2	25	ACCl	33.95	309.58
40	CF2	38	ACF	185.6	-117.2
40	CF2	39	DMF	55.8	-5.579
40	CF2	40	CF2	0	0
40	CF2	45	CClF	111.8	-32.17
41	COO	1	CH2	529	387.1
41	COO	2	C=C	1397	48.33
41	COO	3	ACH	317.6	103.5
41	COO	4	ACCH2	615.8	69.26
41	COO	5	OH	88.63	190.3
41	COO	6	MeOH	171	165.7
41	COO	7	H2O	284.4	-197.5
41	COO	8	ACOH	-167.3	-494.2
41	COO	9	CH2CO	123.4	-18.8
41	COO	10	CHO	577.5	-275.5
41	COO	11	COOC	-234.9	560.2
41	COO	12	HCOO	65.37	-70.24
41	COO	13	CH2O	-247.8	417
41	COO	15	CNH	284.5	-38.77
41	COO	17	ACNH2	-22.1	-89.42
41	COO	19	CCN	-61.6	120.3
41	COO	20	COOH	1179	-337
41	COO	21	CCl	182.2	63.67
41	COO	22	CCl2	305.4	-96.87
41	COO	23	CCl3	-193	255.8
41	COO	24	CCl4	335.7	256.5
41	COO	25	ACCl	1107	-145.1
41	COO	26	CNO2	-124.7	248.4
41	COO	28	CS2	885.5	469.8
41	COO	30	Furfural	-64.28	43.37
41	COO	31	DOH	-264.3	347.8
41	COO	32	I	288.1	68.55
41	COO	33	Br	627.7	-195.1
41	COO	35	DMSO	-29.34	153.7
41	COO	36	ACRY	-53.91	423.4
41	COO	37	ClCC	-198	730.8
41	COO	39	DMF	-28.65	72.31
41	COO	41	COO	0	0
41	COO	54	Anhydride	-100.53	101.2
42	SiH2	1	CH2	-34.36	-244.59
42	SiH2	3	ACH	787.9	-450.4
42	SiH2	4	ACCH2	191.6	-432.3
42	SiH2	5	OH	1913	683.3
42	SiH2	7	H2O	180.2	-817.7
42	SiH2	9	CH2CO	992.4	-363.8
42	SiH2	13	CH2O	448.5	-588.9
42	SiH2	14	CNH2	961.8	1338
42	SiH2	15	CNH	1464	-664.4
42	SiH2	20	COOH	2450	448.1
42	SiH2	42	SiH2	0	169.3
42	SiH2	43	SiO	-2166	0
43	SiO	1	CH2	110.2	745.3
43	SiO	3	ACH	234.4	252.7
43	SiO	4	ACCH2	221.8	238.9
43	SiO	5	OH	84.85	355.5
43	SiO	14	CNH2	-125.2	202.7
43	SiO	15	CNH	1604	275.9
43	SiO	20	COOH	2496	-1327
43	SiO	24	CCl4	70.81	127.2
43	SiO	42	SiH2	745.3	233.1
43	SiO	43	SiO	0	-2166
44	NMP	1	CH2	13.89	0
44	NMP	2	C=C	-16.11	220.3
44	NMP	3	ACH	-23.88	86.46
44	NMP	4	ACCH2	6.214	30.04
44	NMP	5	OH	796.9	46.38
44	NMP	7	H2O	832.2	-504.2
44	NMP	8	ACOH	-234.7	-452.2
44	NMP	23	CCl3	-196.2	-659
44	NMP	25	ACCl	161.5	-35.68
44	NMP	29	CH3SH	-274.1	-209.7
44	NMP	31	DOH	262	1004
44	NMP	37	ClCC	-66.31	-262
44	NMP	44	NMP	0	26.35
45	CClF	1	CH2	30.74	0
45	CClF	3	ACH	167.9	-5.869
45	CClF	5	OH	794.4	-88.11
45	CClF	6	MeOH	762.7	72.96
45	CClF	26	CNO2	844	-52.1
45	CClF	40	CF2	-32.17	-218.9
45	CClF	45	CClF	0	111.8
46	CON	1	CH2	27.97	0
46	CON	2	C=C	9.755	390.9
46	CON	5	OH	394.8	200.2
46	CON	7	H2O	-509.3	-382.7
46	CON	20	COOH	-70.25	835.6
46	CON	46	CON	0	-322.3
47	OCCOH	1	CH2	-11.92	0
47	OCCOH	2	C=C	132.4	553.3
47	OCCOH	3	ACH	-86.88	268.1
