108-88-3;108-99-6;789.4771;-237.2802;Toluene/3-Methylpyridine p433 1/7
108-88-3;100-47-0;1026.6936;-443.9423;Toluene/Benzonitrile p435 1/7
108-88-3;100-41-4;-258.0806;425.1046;Toluene/Ethylbenzene p443 1/7
108-88-3;106-42-3;-120.6447;118.6929;Toluene/p-Xylene p444 1/7
100-42-5;76-01-7;464.0601;-483.3507;Styrene/Pentachloroethane p445 1/7
107-13-1;100-42-5;280.3027;202.4782;Acrylonitrile/Styrene p446 1/7
100-41-4;100-42-5;712.6161;-406.5803;Ethylbenzene/Styrene p451 1/7
100-42-5;98-83-9;-446.2287;1017.946;Styrene/Alpha-MethylStyrene p456 1/7
100-42-5;103-65-1;-258.1637;504.2163;Styrene/Propylbenzene p457 1/7
56-23-5;100-41-4;152.3943;-208.9399;Tetrachloromethane/Ethylbenzene p464 1/7
75-05-8;100-41-4;841.3154;325.7917;Acetonitrile/Ethylbenzene p465 1/7
107-06-2;100-41-4;487.1864;-614.7516;1,2-Dichloroethane/Ethylbenzene p466 1/7
107-13-1;100-41-4;266.8411;664.1897;Acrylonitrile/Ethylbenzene p467 1/7
109-89-7;100-41-4;-302.4227;622.2122;Diethylamine/Ethylbenzene p468 1/7
108-90-7;100-41-4;155.4346;-153.3937;Chlorobenzene/Ethylbenzene p469 1/7
100-41-4;98-95-3;-92.433;550.1965;Ethylbenzene/Nitrobenzene p470 1/7
100-41-4;62-53-3;164.2977;495.8526;Ethylbenzene/Aniline p475 1/7
100-41-4;98-82-8;-257.3206;362.0864;Ethylbenzene/Isopropylbenzene p476 1/7
100-41-4;104-51-8;1129.0721;-867.9652;Ethylbenzene/Butylbenzene p477 1/7
56-23-5;108-38-3;227.6117;-306.2953;Tetrachloromethane/m-Xylene p480 1/7
108-38-3;68-12-2;140.2711;767.4783;m-Xylene/n,n-Dimethylformamide p481 1/7
110-86-1;108-38-3;602.3761;-332.4513;Pyridine/m-Xylene p482 1/7
108-38-3;62-53-3;522.6941;227.5134;m-Xylene/Aniline p483 1/7
106-42-3;108-38-3;-203.6561;231.4823;p-Xylene/m-Xylene p485 1/7
56-23-5;95-47-6;177.5599;-246.9008;Tetrachloromethane/o-Xylene p488 1/7
95-47-6;76-01-7;494.9416;-515.479;o-Xylene/Pentachloroethane p489 1/7
107-06-2;95-47-6;-70.9046;307.0137;1,2-Dichloroethane/o-Xylene p490 1/7
107-15-3;95-47-6;727.608;668.5257;Ethylenediamine/o-Xylene p491 1/7
95-47-6;68-12-2;26.7026;918.9602;o-Xylene/n,n-Dimethylformamide p493 1/7
56-23-5;106-42-3;154.7347;-234.3053;Tetrachloromethane/p-Xylene p498 1/7
75-05-8;106-42-3;686.8423;544.7368;Acetonitrile/p-Xylene p499 1/7
107-06-2;106-42-3;-96.146;380.2074;1,2-Dichloroethane/p-Xylene p500 1/7
106-42-3;68-12-2;267.6269;649.5482;p-Xylene/n,n-Dimethylformamide p501 1/7
392-56-3;106-42-3;-386.7882;75.2112;Hexafluorobenzene/p-Xylene p507 1/7
108-90-7;106-42-3;-434.8331;632.3847;Chlorobenzene/p-Xylene p508 1/7
106-42-3;62-53-3;90.728;673.7216;p-Xylene/Aniline p509 1/7
56-23-5;98-82-8;210.0577;-303.4551;Tetrachloromethane/Isopropylbenzene p510 1/7
103-65-1;98-95-3;-41.814;531.068;Propylbenzene/Nitrobenzene p511 1/7
95-63-6;526-73-8;-517.6616;845.1561;1,2,4-Trimethylbenzene/1,2,3-Trimethylbenzene p515 1/7
104-51-8;98-95-3;-115.8934;645.6422;Butylbenzene/Nitrobenzene p527 1/7
99-87-6;62-53-3;240.8443;534.5195;P-Cymene/Aniline p529 1/7
91-57-6;90-12-0;630.0282;-442.7995;2-Methylnaphthalene/1-Methylnaphthalene p531 1/7
